arquivo,rotulos_aceitos,observacao
n03888257_63.JPEG,parachute,Imagenette val/n03888257/n03888257_12900.JPEG
n03888257_64.JPEG,parachute,Imagenette val/n03888257/n03888257_1291.JPEG
n03888257_65.JPEG,parachute,Imagenette val/n03888257/n03888257_13072.JPEG
n03888257_66.JPEG,parachute,Imagenette val/n03888257/n03888257_13100.JPEG
n03888257_67.JPEG,parachute,Imagenette val/n03888257/n03888257_13242.JPEG
n03888257_68.JPEG,parachute,Imagenette val/n03888257/n03888257_13290.JPEG
n03888257_69.JPEG,parachute,Imagenette val/n03888257/n03888257_13321.JPEG
n03888257_70.JPEG,parachute,Imagenette val/n03888257/n03888257_13410.JPEG
n03888257_71.JPEG,parachute,Imagenette val/n03888257/n03888257_13600.JPEG
n03888257_72.JPEG,parachute,Imagenette val/n03888257/n03888257_13681.JPEG
n03888257_73.JPEG,parachute,Imagenette val/n03888257/n03888257_13790.JPEG
n03888257_74.JPEG,parachute,Imagenette val/n03888257/n03888257_14090.JPEG
n03888257_75.JPEG,parachute,Imagenette val/n03888257/n03888257_142.JPEG
n03888257_76.JPEG,parachute,Imagenette val/n03888257/n03888257_1421.JPEG
n03888257_77.JPEG,parachute,Imagenette val/n03888257/n03888257_1430.JPEG
n03888257_78.JPEG,parachute,Imagenette val/n03888257/n03888257_14472.JPEG
n03888257_79.JPEG,parachute,Imagenette val/n03888257/n03888257_14530.JPEG
n03888257_80.JPEG,parachute,Imagenette val/n03888257/n03888257_14901.JPEG
n03888257_81.JPEG,parachute,Imagenette val/n03888257/n03888257_15312.JPEG
n03888257_82.JPEG,parachute,Imagenette val/n03888257/n03888257_15382.JPEG
n03888257_83.JPEG,parachute,Imagenette val/n03888257/n03888257_15491.JPEG
n03888257_84.JPEG,parachute,Imagenette val/n03888257/n03888257_15840.JPEG
n03888257_85.JPEG,parachute,Imagenette val/n03888257/n03888257_16081.JPEG
n03888257_86.JPEG,parachute,Imagenette val/n03888257/n03888257_16112.JPEG
n03888257_87.JPEG,parachute,Imagenette val/n03888257/n03888257_16211.JPEG
n03888257_88.JPEG,parachute,Imagenette val/n03888257/n03888257_16542.JPEG
n03888257_89.JPEG,parachute,Imagenette val/n03888257/n03888257_16741.JPEG
n03888257_90.JPEG,parachute,Imagenette val/n03888257/n03888257_16912.JPEG
n03888257_91.JPEG,parachute,Imagenette val/n03888257/n03888257_16991.JPEG
n03888257_92.JPEG,parachute,Imagenette val/n03888257/n03888257_17031.JPEG
n03888257_93.JPEG,parachute,Imagenette val/n03888257/n03888257_171.JPEG
n03888257_94.JPEG,parachute,Imagenette val/n03888257/n03888257_17340.JPEG
n03888257_95.JPEG,parachute,Imagenette val/n03888257/n03888257_17380.JPEG
n03888257_96.JPEG,parachute,Imagenette val/n03888257/n03888257_17421.JPEG
n03888257_97.JPEG,parachute,Imagenette val/n03888257/n03888257_17542.JPEG
n03888257_98.JPEG,parachute,Imagenette val/n03888257/n03888257_17641.JPEG
n03888257_99.JPEG,parachute,Imagenette val/n03888257/n03888257_17690.JPEG
n03888257_100.JPEG,parachute,Imagenette val/n03888257/n03888257_17801.JPEG
